,id,name,rating,category,pricing,num_reviews,street address,reviews,city,url
149,9-vKFnUby_6-pR6UJxjzMw,Sun Hing Lung Co,4.5,['Chinese'],1.0,228,58 Henry St,"[""The best cheung fun in the city (or at least I think I've found my fav spot!) I'm sad I haven't ventured here sooner - found out about this hidden gem from..."", ""Yes yes yes! \n\nUnbeatable price!! $3 Cheung fun?! I'm not sure where else you can find Cheung fun that's this cheap! \n\nI found this hidden gem through a..."", ""When I'm in Chinatown, this is the only place I go for rice rolls. It's a hole-in-the-wall. I've been coming here for over 15 years. In middle school, my...""]",New York City,https://www.yelp.com/biz/sun-hing-lung-co-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
150,9-vKFnUby_6-pR6UJxjzMw,Sun Hing Lung Co,4.5,['Chinese'],1.0,228,58 Henry St,"[""The best cheung fun in the city (or at least I think I've found my fav spot!) I'm sad I haven't ventured here sooner - found out about this hidden gem from..."", ""Yes yes yes! \n\nUnbeatable price!! $3 Cheung fun?! I'm not sure where else you can find Cheung fun that's this cheap! \n\nI found this hidden gem through a..."", ""When I'm in Chinatown, this is the only place I go for rice rolls. It's a hole-in-the-wall. I've been coming here for over 15 years. In middle school, my...""]",New York City,https://www.yelp.com/biz/sun-hing-lung-co-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
151,s3jou_L_LVYGkNHiuhjlew,Boucherie West Village,4.5,"['French', 'Cocktail Bars', 'Steakhouses']",3.0,2216,99 7th Ave S,"['The food is fantastic and the atmosphere is very nice and clean ,also the bartender guy Alejandro is very friendly and very nice, love this place', 'Between the chocolate tart and the pineapple coco tart were something else. We had such a great experience catching up with friends and amazing service.', 'My Unc and I were put on the waitlist at Via Carota, and came here for a drink and an app.\n\nIt was the first hot day of the year, so the city was ALIVE....']",New York City,https://www.yelp.com/biz/boucherie-west-village-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
152,xTwzk3lh7tE2GFiVQop1kg,Nubiani,4.5,"['Korean', 'Barbeque']",,103,315 5th Ave,"[""We celebrated friend's birthday on a week day evening. \nI really like the place. The service is great, they are nice attentive and patient. \nThe beef we..."", 'We booked a ressie for 8:30pm on a Monday and it was honestly still kind of packed, though not in a way where it detracted from any of the ambiance. The...', 'The food here is really good and is a great elevated option for korean barbecue. The space is absolutely beautiful and feels high end.\n\nHowever, where I...']",New York City,https://www.yelp.com/biz/nubiani-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
153,2-yiGN-eDKPmxPvc55GPZg,Mezcali,4.0,"['Tacos', 'Tapas/Small Plates', 'Cocktail Bars']",2.0,98,83 Maiden Ln,"[""Great ambiance and amazing music, I'm definitely coming back!\nIt is not your typical take con Mexican food, but still amazing flavors. \nI loved the Elote,..."", 'This was my first visit to Mezcali and most likely my last. \n\nThe reason why my partner and I had selected this restaurant was because it was the only place...', ""Drinks: so delicious and unique \nFood: wowowowow the flavors are very rich and you can tell it's no basic Mexican flavor!! Tacos were amazing!!\nService:...""]",New York City,https://www.yelp.com/biz/mezcali-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
154,28EoYA9TiHANksq662_3vQ,Lamonte,4.5,['French'],,22,557 Driggs Ave,"['This is My GO TO place in williamsburg since a few months! I love what they did with the place, the bar is lovely and i always have ""the little death/la...', 'Location, happy hour and moules frites. This pretty much covers the best things about Lamonte and what I recommend you come here for. \nThe service and...', ""Went for brunch with friends on a rainy day. I miss El Almacen, but Lamonte made the space their own, it's pretty cute. \n\nThe food was extremely bland, sort...""]",New York City,https://www.yelp.com/biz/lamonte-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
155,_4Grm99JEHnDWskCHAJfUg,Kiki's,4.0,"['Greek', 'Mediterranean']",2.0,799,130 Division St,"[""I recently visited Kiki's Restaurant with my boyfriend, and we had an amazing experience. We decided to share a few dishes and were blown away by the..."", 'I really enjoyed our meal here! \n\nThe grilled octopus had great char and tasted very fresh. The lamb chops were cooked perfectly and the fries were crispy...', ""I came here the other night with my girlfriends .I felt out of loop with what's the hottest places to eat at. I'm not out to eat with the girls as much as I...""]",New York City,https://www.yelp.com/biz/kikis-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
156,dCDpb-fz6Ton9AXLoaWIhA,Momoya SoHo,4.0,['Sushi Bars'],3.0,139,47 Prince St,"['Food is great, service is attentive and considerate, and the space is huge. Minimal but tastefully decorated.\nThey are in front of a church and not allowed...', 'Ambiance was a 10/10. The music and decor was perfect for a girls night out or a date night. Service was a 6/10. Very attentive servers, but come off as...', 'Delicious yakisoba   Wonderful salmon skin roll  freshest sashimi  very flavorful miso']",New York City,https://www.yelp.com/biz/momoya-soho-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
157,OLi1M1D3r9DDv8kbfQV5SA,Anything At All,3.5,['American (New)'],2.0,33,22 N Loop Rd,"['The food was perfect. The sweet potato chips appetizer was especially good. I got the greens on greens salad and my husband got the burger (which he raved...', 'I wish I could like the place, but me and my gf had pretty bad experience. Service was slow and the dishes were cold and tasteless. We finished our...', ""Ok so they had a bad night tonight but I'm not reviewing tonight.  I'm reviewing the past year. We live on the island and go here from time to time and it's...""]",New York City,https://www.yelp.com/biz/anything-at-all-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
158,CKDJ5EnccjRvvVF3csTn6Q,Balaboosta,4.0,"['Mediterranean', 'Middle Eastern']",,102,611 Hudson St,"['Great food, excellent service.  The menu is not the typical ""Mediterranean diet"" faire and reflects the chef\'s heritage and the region\'s flavors.  Try the...', 'After failing to get reservations at Laser Wolf in Brooklyn, we wanted to find comparable Israeli food. \n\nStumbled upon this restaurant and so glad we did!...', ""EINAT, DO BETTER!! I came here although all reviews have shared how quality and service has lowered since their new opening. I'm a huge fan of the food...""]",New York City,https://www.yelp.com/biz/balaboosta-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
159,iexl39DYyy_76Xq3ExaJkQ,Excuse My French,4.0,"['Bars', 'Tapas Bars', 'French']",2.0,353,96 Orchard St,"['Food: excellent \nService: excellent \nAmbience: excellent \n\nRecommended: \nSautéed Brussels sprouts \nBlack Truffle Ravioli', 'I know I had a stop in here a few years ago but wanted to explore more of the menu to get a better idea of my rating. \n\nThis place feels very hit/miss for...', ""I love a good ambiance and I love a good cutesy bar but the prices here are not worth it. The food was great but nothing that you can't find elsewhere....""]",New York City,https://www.yelp.com/biz/excuse-my-french-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
160,gZz9A8k8ORC_xl0aHxtY4w,Monkey Bar,4.0,"['American (Traditional)', 'Bars']",,63,60 E 54th St,"[""Came here for a business lunch and is definitely a place I'd like to come back to.\n\nI had the rigatoni as my entree and it was very tasty! I also heard they..."", 'The food and ambiance was excellent! They have caricatures painted on all of the walls. The service got a little slow towards the end but the server was a...', 'It gives...old New York, in the best way. Pleasantly surprised that this location could give you the feeling of the perfect NY dinner. I sat down not...']",New York City,https://www.yelp.com/biz/monkey-bar-new-york-4?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
161,fRdTURZB-dROg5dIIDGDLA,Place des Fêtes,4.5,"['Wine Bars', 'Seafood']",,33,212 Greene Ave,"[""This food and atmosphere is amazing. Definitely recommend making reservations first.  I didn't, and was able to get a decent seat for my date, but I wish I..."", ""Yes the plates are small and this is probably not the spot if you're looking to get your bang for your buck, but that's the name of the wine bar game.\n\nWas..."", ""TLDR: cute, cozy, buzzing wine bar with a good variety of small plates and natural wines. Great addition to the neighborhood!\n\nSETTING: I've been to PDF...""]",New York City,https://www.yelp.com/biz/place-des-f%C3%AAtes-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
162,4MDltWx_2dxzTEv6mTRfSQ,Rangoon - Brooklyn,3.5,"['Burmese', 'Noodles', 'Gluten-Free']",,152,500 Prospect Pl,"['Spontaneously, my friend and I were in the mood for Burmese food and the closest Burmese restaurant nearby home was permanently closed and this popped up on...', ""Ambiance: love the feel of this place. It's located on a popular strip with lots of restaurants and bars. The inside is minimal, modern, but traditional...."", 'The food was so yummy and comforting. I really liked the onion fritters, super similar to south Asian pakoras. The ambience was even better , such a nice...']",New York City,https://www.yelp.com/biz/rangoon-brooklyn-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
163,VdAVjghEq_Zl-DDte0mjrw,ACRE,4.5,"['Breakfast & Brunch', 'Japanese', 'Coffee & Tea']",2.0,98,64 Meserole Ave,"['I did A LOT of research and had pretty high hopes for a special (anniversary) breakfast on a chilly Saturday morning here.\n\nIt was a little intimidating,...', 'Was fully packed weekend afternoon, but overall decent location.\nIt might have been 30 or so min wait to get a seat, not including the time spent waiting in...', ""I came across this place while I had some time to kill waiting for a friend. It seemed a little out of place for the area but I'm so glad I came by! It's a...""]",New York City,https://www.yelp.com/biz/acre-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
164,iKW9zBGWfE9CM6MfK0UtjA,Fong On,4.5,"['Chinese', 'Desserts']",1.0,243,81 Division St,"[""Fong On absolutely satisfied my craving for delicious doufu fa! We ordered one sweet and one savory tofu pudding to share for breakfast. They don't sell you..."", ""The first time I ever had sweet tofu pudding was at a dim sum parlor in San Francisco's Chinatown called Y-Ben. It's no longer there, but the indelible..."", 'Awesome place for dofu fa (aka sweet tofu). You can choose any of the pre-selected combinations of toppings or choose you own. A large is usually big enough...']",New York City,https://www.yelp.com/biz/fong-on-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
165,gSgfaUH36TarRiV9j3f56Q,Café Mish Mosh,5.0,"['Lebanese', 'Kebab', 'Sandwiches']",,6,50 Bowery,"['the pork shawarma egg rolls SO GOOOOOD. also recommend the beef kebabs and beef shawarma!!!', ""I fear the day Café Mish Mosh finally gets the hype it deserves because then I'll have to wait to get a table. The food is SO good; the hummus, the kebabs,..."", 'Stopped in for a quiet dinner with my bestie. The entrance to the restaurant is very cafe-like. But the interior feels very spacious and beautifully...']",New York City,https://www.yelp.com/biz/caf%C3%A9-mish-mosh-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
166,zyxI5ko5Dpkqi9q5oSGa9w,Pilot,4.0,"['Cocktail Bars', 'Seafood']",3.0,298,Pier 6 Brooklyn Bridge Park,"['WHAT A VIEW!! It was a fun summer experience where we were dining on a boat with the beautiful skyline of Manhattan. We ordered a couple of drinks with some...', 'I finally decided to check out and dine on The infamous restaurant on a boat right after work. I work in Brooklyn on Wednesdays so I decided to take...', 'Went to Pilot for lunch on Saturday afternoon. It is a fun experience, but not sure it is worth the cost, as I left as hungry as I came.\n\nQuality: Pilot is...']",New York City,https://www.yelp.com/biz/pilot-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
167,WFyGR8sW10AzbAoQ4T7Ung,The Paris Cafe,4.0,"['Seafood', 'Bars', 'Cafes']",2.0,359,119 South St,"['Had a wonderful lunch at The Paris Cafe!!  Food was delicious and service was excellent!!  Ambience was great!!', 'Came here on New Years day for dinner and were seated right away. The interior is really cute rustic and they still had their NYE decorations up. We started...', 'Stopped in to get drinks before dinner on a Friday night with no prior reservation, this place was cutely decorated for the holidays. We were able to snag a...']",New York City,https://www.yelp.com/biz/the-paris-cafe-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
168,Rc1lxc5lSKJYd162JHNMfQ,Bea,4.0,"['American (New)', 'Cocktail Bars']",2.0,2836,403 W 43rd St,"['Great reasonably priced dinner in midtown! Serving side is appropriate and drinks were delicious.', ""Hidden gem when you want to take in a show and grab some food.  I checked this place out in a Sunday after seeing a show a few blocks over.  It's tucked in..."", 'So happy we stumbled upon this! \n\nPersonably hate staying in or near Times Square but had to for work and going the one block over made a huge difference...']",New York City,https://www.yelp.com/biz/bea-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
169,xJuKTbInUnTsLINLLH8ehw,KRU,4.5,"['Thai', 'Wine Bars']",,33,190 N 14th St,"['For my second dinner in Brooklyn, I had the pleasure of dining at Kru, a highly acclaimed Thai restaurant that was even nominated by the James Beard...', '3.5/5: i rounded down bc service was not good.\n\ni am honestly surprised that this spot has such a high rating. minus one dish, the food was extremely...', ""Side notes: They require groups to do a prix fixe dinner if there's over five people (or alternatively a minimum total.) Happy hour till 6:30.\n\nShort...""]",New York City,https://www.yelp.com/biz/kru-brooklyn-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
170,lT-yNq6BW2vonJ9Ik-T5vg,Tonchin,4.0,['Ramen'],,52,109 N 3rd St,"['Come for the food, stay for the ambiance and service.\n\nThis is a very intimate restaurant with both front of the restaurant and back of the restaurant...', 'The ramen is pretty solid. Every broth we tried was really well seasoned. The dashi broth had a strong fish flavour which can be a bit too much to drink the...', 'I really enjoyed visiting Tonchin in Brooklyn.  The ramen was amazing.  The homemade noodles are chewy and have the perfect amount of chew to them.  I tried...']",New York City,https://www.yelp.com/biz/tonchin-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
171,flcy6dNr4s12PTv6VtBK9Q,LĒNA,4.5,"['French', 'Wine Bars', 'Cocktail Bars']",2.0,219,137 Eldridge St,"['This is a casual, neighborhood bar. One wall is brick and the others are decorated with lovely, large canvas paintings. The windows have red velvet...', 'Ruben and Etienne are such great attentive guys! They went above and beyond with taking care of us and making our trip memorable. \n\nDrinks are well made....', 'Very easygoing and laid back vibe, if\nFrench people were ever either of those\nthings, more people would visit Paris.\nBut just like the magic of France,...']",New York City,https://www.yelp.com/biz/l%C4%93na-new-york-8?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
172,pk89jzL1RsE9U0thf_z6tw,Locanda Verde,4.0,"['Italian', 'Cocktail Bars', 'Breakfast & Brunch']",3.0,1820,377 Greenwich St,"[""Highly recommend getting more crostini's and dishes vs the pasta. We thought the pasta portions were smaller than the rest and the rest stood out more...."", 'Wonderful dinner date spot, dimly lit with a romantic ambiance. The drinks were great and the food even greater! \nThe space has plenty of seating for dining...', 'The service at this place was absolutely amazing and if I was rating that alone I would definitely give 5/5. We were in the private room for lunch and...']",New York City,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
173,Roj5hZ0Tq22ruarnGnLiVQ,Seaport House,4.0,"['Seafood', 'Cocktail Bars']",2.0,67,229 Front St,"['My friends and I stumbled upon Seaport House when in search for some Oysters. We were so glad we did! All 3 of us, enjoyed food and drinks sitting at the...', 'Stumbled on this place right at the end of happy hour with some colleagues.  It was very pleasant outside. Servers were all very friendly. \n\nThe frosé was...', 'We stumbled across this place after a failed attempt elsewhere in September 2022.\n\nFate was on our side that evening as we walked the summer night.\n\nDecor...']",New York City,https://www.yelp.com/biz/seaport-house-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
174,SaYTVG7wHCMDBofHCgXPaA,Dutch Freds,4.5,"['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']",2.0,1964,307 W 47th St,"['My go-to when I need to stay overnight in Times Square for work. Reliable. Good bar food, tucked away outside of the Times Square bubba gump and other...', 'From the moment I arrived my hostess Lynn was so nice and my server Julia was super sweet and accommodating! \n\nI loved everything from the elegant drinks...', 'Wow, I feel like I missed out on the food! Some friends and I came to grab a drink around 10:30 and were happy there was room for us on a Saturday night....']",New York City,https://www.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
175,eb6KHglt70janbTewtIi4A,Casino,4.0,['Italian'],,14,171 E Broadway,"['Delicious and elegant. Perfect spot for my one-on-one catch-up with my girl friend. Lovely martinis and oysters!', ""Casino has very quickly become one of the hardest tables to score in the city. I'm always intrigued by the places that catch on fire immediately. There are..."", ""3 stars - wouldn't actively avoid it if someone else wanted to go, but wouldn't suggest it myself\nFirst impressions - while the atmosphere looked very...""]",New York City,https://www.yelp.com/biz/casino-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
176,FhXjAc6nKLf414KxYujUHw,Roberta's,4.0,"['Pizza', 'Italian']",2.0,3257,261 Moore St,"['Great spot to hang with friends or family. Good pizza and awesome drinks. Go here !!!', 'Decided to stop in here with some friends after having a few drinks at a nearby brewery and it was absolutely the right choice! The service was great and...', ""The outside of the building may not be the most appealing or inviting, but the inside of the restaurant will change your mind. It's welcoming and the...""]",New York City,https://www.yelp.com/biz/robertas-brooklyn-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
177,txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,4.5,"['American (Traditional)', 'Cocktail Bars', 'Desserts']",3.0,998,97 Sullivan St,"[""It says something about a place when you can return after several decades and it's as good as you remember it.\n\nThis place is not fancy, and I would go as..."", ""Wow!!! This food is amazing! We're traveling from\nChicago so we have a pretty high expectations when it comes to food- Blue Ribbon B did not disappoint.  We..."", ""If you don't get the bone marrow and oxtail marmalade, you're doing it wrong. Always a good time.""]",New York City,https://www.yelp.com/biz/blue-ribbon-brasserie-soho-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
178,k0fnJRSV8tzM2bzkvFdlGg,Bonnie's,3.5,['Cantonese'],3.0,122,398 Manhattan Ave,"['I tend to agree with several of the other posters. Not quite sure what all the fuss is about. Food was good but not great and prices were quite high for...', ""I was so excited to get a res here for my best friend's birthday. We had such a wonderful time. Our server was so so sweet and helpful. The ambiance is..."", ""While Bonnie's is a great addition to the neighborhood, the food unfortunately falls a bit short of expectations. The concept of Americanized Cantonese food...""]",New York City,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
179,wpT1QU7PSQgQQ1DkzI00JA,Izakaya Toribar,4.0,"['Tapas/Small Plates', 'Izakaya', 'Bars']",2.0,157,164 E 56th St,"['Staff was extra kind, comped a round of drinks, and even gave us a few free skewers after they asked us to move tables mid-meal (which is a minor...', '3.5 Stars\n\nWas pleasantly surprised to find a yakitori place near me and ordered a handful of skewers, Takoyaki, and some drinks.\n\nThe Bad\nThe problem stems...', 'Vibes (4.5/5): this place has a solid playlist and warmed dimmed lighting giving it a cozy and inviting feeling, especially on a cold day.\n\nChicken thigh...']",New York City,https://www.yelp.com/biz/izakaya-toribar-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
180,wGFSTTB6b4MHJJUzBnVJeg,Top Thai Greenwich,4.5,"['Thai', 'Cocktail Bars', 'Halal']",2.0,1836,235 Sullivan St,"[""Amazing food! Delicious drinks. Love the mango drink, definitely recommend along with the pad Thai. The steamed dumplings were great as well. And it's halal!"", 'Food was amazing!! Came out very fast! The flavors were really good. I got medium spice level and l felt like that was perfect. I like spicy but not where...', 'Top Thai is an absolute gem in Greenwich Village!\n\nThe space is a bit tight and hectic, but the delicious food definitely warrants a visit here. My friend...']",New York City,https://www.yelp.com/biz/top-thai-greenwich-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
181,l_gQf_4NgPMJcx2OkjsMfg,Noods n’ Chill,4.0,['Thai'],2.0,134,170 S 3rd St,"['Delicious and very fast delivery. Highly recommend this place. Great food and not afraid of a little spice!', ""Vegetarians beware - their dishes that are labeled vegetarian have fish sauce. An employee told me it's not a problem because some vegetarians can have fish..."", 'Ordered a Beef Pad Kee Mao for lunch. The lunch came with a spring roll. You have to pay extra for protein so the beef was an extra $3. However the beef was...']",New York City,https://www.yelp.com/biz/noods-n-chill-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
182,OFc7aHP1chwqXTgtYtbJzQ,NARO,4.5,['Korean'],4.0,21,610 5th Ave,"['Amazing quality food.  The chefs here are creating masterpieces.    The vegetarian options are insanely imaginative.   The mushrooms, the veggies, the...', 'Work lunch review:\n\nIf NARO is meant to be the sweet spot between underwhelming Atoboy and overpriced Atomix, then it succeeds at offering the best of both....', ""Loved this place. The food was fantastic, though my husband said he left hungry (it was admittedly a bit less food than I would've liked but I was fine at...""]",New York City,https://www.yelp.com/biz/naro-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
183,B2X53VuOuLyXe0OsGY-ZzA,La Pecora Bianca,4.5,"['Italian', 'Wine Bars', 'Cocktail Bars']",,43,817 Washington St,"[""I'm visiting New York from L.A. for only a short time, so you'd think I'd want to try a variety of restaurants - but this place is so fantastic that I've..."", 'I had a reservation and was seated right away. The food was super delicious and after having tried so many things I think the absolute must haves are the...', ""We had a reservation for 2 at 7 on Valentine's Day and we opted to sit in the heated patio. We were seated quickly and there was a Valentine's Day menu for...""]",New York City,https://www.yelp.com/biz/la-pecora-bianca-new-york-8?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
184,qvX5If0CwM1RGzP3ie4SKA,Dumpling N' Dips,4.5,['Dim Sum'],1.0,127,5 St Marks Pl,"['My First time to try Dumplings in Thai taste with 4 kinds of dipping sauce  food is so good and reasonable price . Nice decoration good to try when you...', 'Love Dumpling and Dips, my favorite dumpling spot where I have become a regular and stop by monthly, every time I am in the Saint Marks area for...', ""Came here around 8pm on a Friday and it was pretty full. It's a small location so definitely expect a wait if you have more than 2 people in your party. We...""]",New York City,https://www.yelp.com/biz/dumpling-n-dips-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
185,Brs_MJhAXe60iMnlpeqkKA,Yakiniku West,4.0,"['Barbeque', 'Izakaya']",2.0,758,218 E 9th St,"['I visited this restaurant specifically for some udon and was pleased to find that the interior decor provided an authentic Japanese atmosphere. During our...', 'My friends and I (party of 4 ) stopped by on a Saturday evening without reservation and was seated pretty quickly on the second floor. We were the first...', 'Saw an Instagram video and found out this place offered beef tongue and liver sashimi so came here to try it out. I absolutely love tongue, but this was...']",New York City,https://www.yelp.com/biz/yakiniku-west-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
186,hsSNKebzjIp934m_nkjlSg,TADA Korean Fried Chicken,4.5,"['Korean', 'Chicken Wings']",2.0,56,70 Bayard St,"[""Just go. Don't think. Get the fired chicken and be blown away. \n\nI never write reviews. Just too lazy. But this place was UNREAL"", 'I visited Tada because of an Instagram reel. The chicken looked delicious so I made a note to come here.\n\nMy server was very attentive. She placed a salad...', 'Thoroughly enjoyed my meal here! Split the $25 combo with a friend and it was good. The sweet and spicy was my favorite.\n\nStaff is very friendly. Loved the...']",New York City,https://www.yelp.com/biz/tada-korean-fried-chicken-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
187,k3IP2lWur7dEFCsSFwBXAA,Sereneco,4.0,"['American (New)', 'Seafood', 'Breakfast & Brunch']",,43,113 Franklin St,"[""Overall rating: 4.9\n\nAn absolute must visit! I hope you're able to read this before Tuesday!! \n\nI went around 5:30 and one of the first few people that was..."", ""came here with a friend for brunch on a saturday before noon and it was good! we had reservations and though it was't crazy packed i'd def recommend you get..."", 'My friend and I came here for brunch on a Saturday. We were able to get reservations the morning of and were seated immediately even though we arrived a bit...']",New York City,https://www.yelp.com/biz/sereneco-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
